Field ID	Description	Category	datatype
22168	Recent medication for emphysema	Medical information	Categorical (single)
22176	Recent medication for fibrosing alveolitis/unspecified alveolitis	Medical information	Categorical (single)
22166	Recent medication for hayfever or allergic rhinitis	Medical information	Categorical (single)
22175	Recent medication for idiopathic pulmonary fibrosis	Medical information	Categorical (single)
22180	Recent medication for lung cancer (not mesothelioma)	Medical information	Categorical (single)
22181	Recent medication for mesothelioma of the lung	Medical information	Categorical (single)
22173	Recent medication for sarcoidosis	Medical information	Categorical (single)
22178	Recent medication for silicosis	Medical information	Categorical (single)
22177	Recent medication for tuberculosis	Medical information	Categorical (single)
20511	Recent poor appetite or overeating	Depression	Categorical (single)
20516	Recent restlessness	Anxiety	Categorical (single)
20513	Recent thoughts of suicide or self-harm	Depression	Categorical (single)
20508	Recent trouble concentrating on things	Depression	Categorical (single)
20515	Recent trouble relaxing	Anxiety	Categorical (single)
20520	Recent worrying too much about different things	Anxiety	Categorical (single)
22010	Recommended genomic analysis exclusions	Interim genotype release	Categorical (single)
100590	Red wine intake	Alcoholic beverages yesterday	Categorical (single)
5090	Refractometry result unreliable (left)	Autorefraction	Categorical (single)
5091	Refractometry result unreliable (right)	Autorefraction	Categorical (single)
10016	Regular use of hands-free device/speakerphone with mobile phone (pilot)	Electronic device use	Categorical (single)
2375	Relative age of first facial hair	Male-specific factors	Categorical (single)
2385	Relative age voice broke	Male-specific factors	Categorical (single)
20497	Repeated disturbing thoughts of stressful experience in past month	Traumatic events	Categorical (single)
20152	Reproduciblity of spirometry measurement using ERS/ATS criteria	Spirometry	Categorical (single)
20426	Restless during period of worst anxiety	Anxiety	Categorical (single)
3059	Result ranking	Spirometry	Categorical (single)
10691	Result ranking (pilot)	Spirometry	Categorical (single)
2040	Risk taking	Mental health	Categorical (single)
100410	Rooibos tea intake	Hot/cold beverages yesterday	Categorical (single)
100630	Rose wine intake	Alcoholic beverages yesterday	Categorical (single)
1478	Salt added to food	Diet	Categorical (single)
102430	Salted nuts intake	Soup/snacks/pastries yesterday	Categorical (single)
102410	Salted peanuts intake	Soup/snacks/pastries yesterday	Categorical (single)
21040	Satisfaction with bowel habits	Digestive health	Categorical (single)
104540	Satsuma intake	Fruit/vegetables yesterday	Categorical (single)
103010	Sausage intake	Meat/fish yesterday	Categorical (single)
102470	Savoury biscuits intake	Soup/snacks/pastries yesterday	Categorical (single)
102400	Savoury snack consumers	Soup/snacks/pastries yesterday	Categorical (single)
102070	Scone intake	Soup/snacks/pastries yesterday	Categorical (single)
102970	Scotch egg intake	Milk/eggs/cheese yesterday	Categorical (single)
102020	Scotch pancake intake	Soup/snacks/pastries yesterday	Categorical (single)
3077	Seating box height	Body size measures	Categorical (single)
102450	Seeds intake	Soup/snacks/pastries yesterday	Categorical (single)
2100	Seen a psychiatrist for nerves, anxiety, tension or depression	Mental health	Categorical (single)
2090	Seen doctor (GP) for nerves, anxiety, tension or depression	Mental health	Categorical (single)
20481	Self-harmed in past year	Self-harm behaviours	Categorical (single)
21064	Sensitive stomach	Digestive health	Categorical (single)
1950	Sensitivity / hurt feelings	Mental health	Categorical (single)
21039	Severity of current abdominal distension/tightness	Digestive health	Categorical (single)
21036	Severity of current abdominal pain	Digestive health	Categorical (single)
5674	Severity of manic/irritable episodes	Mental health	Categorical (single)
20493	Severity of problems due to mania or irritability	Mania	Categorical (single)
31	Sex	Baseline characteristics	Categorical (single)
22019	Sex chromosome aneuploidy	Genotyping process and sample QC	Categorical (single)
20524	Sexual interference by partner or ex-partner without consent as an adult	Traumatic events	Categorical (single)
20490	Sexually molested as a child	Traumatic events	Categorical (single)
103220	Shellfish intake	Meat/fish yesterday	Categorical (single)
4717	Shortness of breath walking on level ground	Breathing	Categorical (single)
104090	Side salad intake	Fruit/vegetables yesterday	Categorical (single)
101980	Single crust pastry intake	Soup/snacks/pastries yesterday	Categorical (single)
20123	Single episode of probable major depression	Mental health	Categorical (single)
1717	Skin colour	Sun exposure	Categorical (single)
103130	Skin removed from poultry	Meat/fish yesterday	Categorical (single)
20534	Sleeping too much	Depression	Categorical (single)
1200	Sleeplessness / insomnia	Sleep	Categorical (single)
100950	Sliced bread intake	Bread/pasta/rice yesterday	Categorical (single)
3159	Smoked cigarette or pipe within last hour	Spirometry	Categorical (single)
3506	Smoking compared to 10 years previous	Smoking	Categorical (single)
20116	Smoking status	Smoking	Categorical (single)
1259	Smoking/smokers in household	Smoking	Categorical (single)
102760	Snackpot intake	Bread/pasta/rice yesterday	Categorical (single)
1210	Snoring	Sleep	Categorical (single)
30533	Sodium in urine device ID	Urine processing	Categorical (single)
30535	Sodium in urine result flag	Urine assays	Categorical (single)
102830	Soft cheese intake	Milk/eggs/cheese yesterday	Categorical (single)
20491	Someone to take to doctor when needed as a child	Traumatic events	Categorical (single)
102520	Soup consumers	Soup/snacks/pastries yesterday	Categorical (single)
42005	Source of NSTEMI report	Myocardial infarction outcomes	Categorical (single)
42003	Source of STEMI report	Myocardial infarction outcomes	Categorical (single)
42019	Source of all cause dementia report	Dementia outcomes	Categorical (single)
42031	Source of all cause parkinsonism report	Parkinson's disease outcomes	Categorical (single)
42021	Source of alzheimer's disease report	Dementia outcomes	Categorical (single)
42015	Source of asthma report	Asthma outcomes	Categorical (single)
42017	Source of chronic obstructive pulmonary disease report	COPD outcomes	Categorical (single)
42027	Source of end stage renal disease report	End stage renal disease outcomes	Categorical (single)
42025	Source of frontotemporal dementia report	Dementia outcomes	Categorical (single)
42011	Source of intracerebral haemorrhage report	Stroke outcomes	Categorical (single)
42009	Source of ischaemic stroke report	Stroke outcomes	Categorical (single)
42029	Source of motor neurone disease report	Motor neurone disease outcomes	Categorical (single)
42037	Source of multiple system atrophy report	Parkinson's disease outcomes	Categorical (single)
42001	Source of myocardial infarction report	Myocardial infarction outcomes	Categorical (single)
42033	Source of parkinson's disease report	Parkinson's disease outcomes	Categorical (single)
42035	Source of progressive supranuclear palsy report	Parkinson's disease outcomes	Categorical (single)
130001	Source of report of A00 (cholera)	Certain infectious and parasitic diseases	Categorical (single)
130003	Source of report of A01 (typhoid and paratyphoid fevers)	Certain infectious and parasitic diseases	Categorical (single)
130005	Source of report of A02 (other salmonella infections)	Certain infectious and parasitic diseases	Categorical (single)
130007	Source of report of A03 (shigellosis)	Certain infectious and parasitic diseases	Categorical (single)
130009	Source of report of A04 (other bacterial intestinal infections)	Certain infectious and parasitic diseases	Categorical (single)
130011	Source of report of A05 (other bacterial foodborne intoxications)	Certain infectious and parasitic diseases	Categorical (single)
130013	Source of report of A06 (amoebiasis)	Certain infectious and parasitic diseases	Categorical (single)
130015	Source of report of A07 (other protozoal intestinal diseases)	Certain infectious and parasitic diseases	Categorical (single)
130017	Source of report of A08 (viral and other specified intestinal infections)	Certain infectious and parasitic diseases	Categorical (single)
130019	Source of report of A09 (diarrhoea and gastro-enteritis of presumed infectious origin)	Certain infectious and parasitic diseases	Categorical (single)
130021	Source of report of A15 (respiratory tuberculosis, bacteriologically and histologically confirmed)	Certain infectious and parasitic diseases	Categorical (single)
130023	Source of report of A16 (respiratory tuberculosis, not confirmed bacteriologically or histologically)	Certain infectious and parasitic diseases	Categorical (single)
130025	Source of report of A17 (tuberculosis of nervous system)	Certain infectious and parasitic diseases	Categorical (single)
130027	Source of report of A18 (tuberculosis of other organs)	Certain infectious and parasitic diseases	Categorical (single)
130029	Source of report of A19 (miliary tuberculosis)	Certain infectious and parasitic diseases	Categorical (single)
130031	Source of report of A20 (plague)	Certain infectious and parasitic diseases	Categorical (single)
130033	Source of report of A21 (tularaemia)	Certain infectious and parasitic diseases	Categorical (single)
130035	Source of report of A22 (anthrax)	Certain infectious and parasitic diseases	Categorical (single)
130037	Source of report of A23 (brucellosis)	Certain infectious and parasitic diseases	Categorical (single)
130039	Source of report of A24 (glanders and melioidosis)	Certain infectious and parasitic diseases	Categorical (single)
130041	Source of report of A25 (rat-bite fevers)	Certain infectious and parasitic diseases	Categorical (single)
130043	Source of report of A26 (erysipeloid)	Certain infectious and parasitic diseases	Categorical (single)
130045	Source of report of A27 (leptospirosis)	Certain infectious and parasitic diseases	Categorical (single)
130047	Source of report of A28 (other zoonotic bacterial diseases, not elsewhere classified)	Certain infectious and parasitic diseases	Categorical (single)
130049	Source of report of A30 (leprosy [hansen's disease])	Certain infectious and parasitic diseases	Categorical (single)
130051	Source of report of A31 (infection due to other mycobacteria)	Certain infectious and parasitic diseases	Categorical (single)
130053	Source of report of A32 (listeriosis)	Certain infectious and parasitic diseases	Categorical (single)
130055	Source of report of A33 (tetanus neonatorum)	Certain infectious and parasitic diseases	Categorical (single)
130057	Source of report of A34 (obstetrical tetanus)	Certain infectious and parasitic diseases	Categorical (single)
130059	Source of report of A35 (other tetanus)	Certain infectious and parasitic diseases	Categorical (single)
130061	Source of report of A36 (diphtheria)	Certain infectious and parasitic diseases	Categorical (single)
